"","year","Community.Name","PCTUNEMPLD","PCTNODIPLOMA","PCTPOV","PCTFEMALESEPARATD","POPWNPCT","PCTHFOFMNOHS","POP0_5PCT","PCTSPKENGNTWL","PCTFORBRN","PUBLICASSIST","PCT65POV","PCTFMINPOV","PCTCHLDPOV","PCTEMPFEMA","PCTLABFORCE","PCTRECSOC","MED_GRRNT","MED_MTMRG","HUMNR","PCTMBLHM","PCTAGRFRFSH","POPDENS"
"538","2016","Cleveland, FL",6.8,12.8,24.9,2.4,87,14,2.6,0,4.4,0,7.4,15.4,53.5,28.5,42.8,60.2,623,958,4.5,48.5,5.5,577.3
"539","2016","Cliffwood Beach, NJ",4.3,3.7,5.7,1.9,64.3,8.9,7.1,10.6,17.2,1.1,3.5,4.9,8.8,53.4,66.2,30.2,1565,1987,5.8,0,0,3373.2
"540","2016","Clifton Heights, PA",4,5.8,16.6,5.4,69.1,22.6,10.2,6,11.6,7.1,8.8,12.5,21.5,59.7,65.5,23.3,939,1530,5.9,0,0,10587.2
"541","2016","Clinton, CT",4.9,4.2,8.4,0.9,94.1,11.7,4.8,4.5,5.4,4,9,6.6,4.9,58.4,69.4,34.4,1150,1734,5,7.8,0,1495.7
"542","2016","Clinton, WA",1.1,5.9,5.2,0.3,91.1,0.5,9.5,0.1,5.1,0,0,0,0,26.8,37.5,63.8,1065,1175,5.4,0,0.4,758.9
"543","2016","Cloud Lake, FL",3.7,2.1,0.7,0,44.9,12.3,5.1,14.7,34.6,1.5,0,0,0,75.7,83.5,18.5,1184,1679,4.2,0,0,2266.7
"544","2016","Cloverdale, CA",2.6,8.7,5.4,1.4,58,6.5,5.2,15.8,18.5,3.5,10.1,4.2,4.6,56.8,64.3,34.8,1171,1880,5,3.8,9,2886.1
"545","2016","Cloverleaf, TX",6.8,18.1,27.9,4.8,16.1,20.2,9.7,33.5,32.2,1.8,10.1,23.5,41.3,45.8,63.7,22.4,779,1283,5,28.1,2,7101.5
"546","2016","Clute, TX",5.6,17,20.1,4.9,33.2,13.1,8.3,15.2,15.5,2.2,9.7,15.8,24,56.2,69,17.9,815,1215,4.3,6,0,2121.4
"547","2016","Clyde Hill, WA",3.9,1,2.2,0,79.4,7.1,5.9,4.7,18.9,1.9,2.7,1.8,1.1,42.5,57,31.4,2900,4000,9,0,0,3028.1
"548","2016","Clyde, CA",2.1,1.9,21.2,2.1,55.6,8.1,2.8,15.4,24.8,3.7,0,12.3,54.9,73.8,78,16.5,1400,2010,6.1,0,1.9,5534
"549","2016","Cocoa Beach, FL",3.1,2,7.7,2.2,93.3,6.7,2.1,1.5,8.1,0.8,2.6,4.2,12.9,41.8,49.9,47.4,1075,1818,4.5,0.3,0.3,2460.4
"550","2016","Cocoa West, FL",6.8,14.8,46.4,1.6,36.9,19.4,8.9,5.7,9.8,3.8,25.8,34.4,70.3,47.7,51.3,35.1,827,877,4.7,12.5,0,1405
"551","2016","Cocoa, FL",8.5,10.6,26.8,4.3,49.8,20.7,6.5,6.5,11.4,3.4,12.8,23.7,40.9,51,59.5,37.2,705,978,5.1,10.1,0.3,1317.3
"552","2016","Coconut Creek, FL",5.9,4.4,9.1,5.2,55,12.1,5.9,10.7,26.4,1.5,9.1,7.1,10.6,56.7,67.3,31.9,1393,1659,4.4,5,0.2,4867.5
"553","2016","Cohasset, MA",3.8,2.1,4.7,1.1,97.8,5.8,6,1,3.6,0.6,3.3,2.9,7.6,54.4,64.8,29.8,1470,3528,7.5,0.5,0.8,849.1
"554","2016","Cohoe, AK",7.5,5.4,15,3.8,91.1,8.5,3.6,0,0.4,6.9,7.2,13.7,19.5,48,60.1,34.3,681,1272,3.6,5,16.3,19.1
"555","2016","Coinjock, NC",7.7,13.3,10.4,0,97.4,22.4,7.1,0,0,0,54.2,8.7,0,33.9,69.7,23.9,544,1582,5.1,42,0,367.5
"556","2016","Colchester, CT",4.5,2.9,4.5,2.1,93,9.4,4.4,2.8,5.7,1.6,2.1,3.5,6,66,73.6,25.4,1136,2024,6.2,1.6,1.1,329.4
"557","2016","Cold Spring Harbor, NY",1.8,2.1,2.3,1.8,88.8,9.4,4.2,5,11.4,0.6,2.6,1.5,1.3,63.5,68.2,27.3,2923,4000,8,0,1.1,1380.9
"558","2016","Colerain, NC",0.5,7.9,18.8,10.8,93.3,3.1,4,0,0.9,0,8.7,16,36.4,57.7,52.2,39.6,667,1146,6.8,6.8,5.2,861.4
"559","2016","Collingdale, PA",8.1,7.2,17.9,3,51.6,21.2,5.2,2.5,10.2,5.7,10.1,10.8,24.6,60.2,72.3,21.7,982,1320,6.1,0,0.2,10088.9
"560","2016","Collingswood, NJ",3.9,4.8,5.5,2.8,79.6,13.3,4.8,2.9,4.4,3.1,9,2.8,5.4,65.9,73.3,26.8,1002,2167,5.6,0,0.1,7650.8
"561","2016","Colma, CA",5.4,3.5,9,1.4,14.9,15,8.1,19.9,34.5,6.6,11.6,9.2,15.4,62.7,76.4,23.8,1469,2316,4.8,0,0,808.5
"562","2016","Colonia, NJ",4.4,4.4,2,1.8,69.3,11.4,5,10.1,21.6,1.7,1.6,1.9,3.9,62.2,71.2,31.8,1282,2425,6.9,0,0,4533.7
"563","2016","Colts Neck, NJ",2,1.6,6.4,0.9,91.3,9.6,6,1.3,6.4,0.5,2.8,6.6,10.1,47.7,61.9,28.8,1689,3575,9,0,0.6,326.6
"564","2016","Columbia Falls, ME",3.3,8.5,11.2,0,98.5,2,1.9,0,1,4.1,13.9,5.3,8.6,48.4,54,50.4,604,1033,5.3,24.6,3.9,21.3
"565","2016","Columbia, ME",2.9,8.3,16.2,0,95.9,16.4,7.7,0.6,0,4,21.1,12.9,17.4,50.3,59.8,30.5,738,1034,4.9,23,10.3,14.3
"566","2016","Columbia, NC",11,27.8,34.8,1.2,25.9,20.2,5.4,4.6,15.1,1.6,41.3,20.7,55.1,48.6,57.2,54.2,563,1239,4.9,26.4,8.6,882.9
"567","2016","Colwyn, PA",8.6,9.6,19.8,10.6,19.8,35.2,6.6,6.8,22.8,1.7,1.7,13.6,26.7,58.2,63.9,24.9,963,1208,6,0,0,9834.7
"568","2016","Combes, TX",5.5,18.3,16.6,2.5,14.1,12.5,6.4,18.2,10.6,0.6,15.8,10.8,26.2,47.9,57.3,40.9,738,953,5.3,17.7,5.4,1003.5
"569","2016","Commack, NY",3.7,2.1,3.8,0.9,85.6,6.7,4.8,3.8,9.8,0.7,2.8,2.4,4.4,56.7,65.4,35.3,1665,3192,7.4,0.1,0.1,3062.1
"570","2016","Commerce, CA",6.8,19.3,16.3,1.2,1.2,17.8,7.3,31.5,32.7,5,18.8,13.6,19.3,46.1,59.8,36.9,988,1600,4.6,0,0.2,1987.9
"571","2016","Commercial/Port Norris, NJ",8.5,18.1,25.3,3.5,71.3,20.6,9.2,2.4,2.1,7.5,20.3,20.7,35.5,47.7,58,42.7,1152,1371,5.3,28.7,1.8,158.9
"572","2016","Compton, CA",8.5,15,25.5,2.1,1.1,27.5,8.1,28,30.6,11,19,22,33.5,46.4,61.1,25.5,1110,1636,4.9,2.9,0.9,9746.2
"573","2016","Concord, CA",5.3,6.2,12.2,1.9,48.9,12,6.9,17.3,26.9,3.3,9,8.8,15.4,56.1,66.9,25.7,1387,2200,5.2,2.7,0.8,4155.9
"574","2016","Conning Towers-Nautilus Park, CT",3.7,1.6,6.7,2.2,68.6,9,10.4,2.4,4.2,1.6,7.3,5.2,8.8,55.8,84.2,7.2,1529,2019,5.4,0,1.5,1925
"575","2016","Conway, SC",6.7,7.8,28.7,4.1,55.9,20.1,7,0.8,1.8,1.9,7.2,21,46.3,51.1,59.2,35.5,723,1105,5.4,0.3,0.4,948.3
"576","2016","Cooper City, FL",4.4,2.8,4.4,1.4,56,13.9,5.3,9.8,23.3,1.1,5,3.1,4.6,64.4,71.4,22.9,1768,2194,6.3,0.2,0.1,4263.1
"577","2016","Coos Bay, OR",5.5,9.3,22,1.7,81.8,10.1,6.6,1.8,5.2,5.4,15.1,15.2,32.3,45,54.5,42.6,733,1323,5.1,9.1,3,1522
"578","2016","Copiague/Amity Harbor, NY",5.4,10.5,7.3,1.8,53.1,14.8,6.3,26.7,30.1,4.3,8.3,6.2,8.3,53.9,66.5,31.7,1587,2466,5.8,0,0,7221.6
"579","2016","Coquille, OR",11.6,7.5,18.7,3,88.1,10,4.7,0.4,1.5,12.5,15,12,19.9,34,47.9,57,722,1000,5.1,3.2,4.5,1398.3
"580","2016","Coral Gables, FL",2.4,2,7.5,2,36.6,7.3,4.9,14.5,38.9,0.7,10.3,3.6,3.7,50.8,60.5,29.9,1412,3363,5.2,0.2,0.4,3907.9
"581","2016","Coral Springs, FL",6.4,5.2,10.3,3.6,45.9,18.1,6.6,12.8,28.3,1.3,9,8.4,13.9,60.5,72.2,20.7,1330,2078,5.5,0.3,0.1,5367
"582","2016","Coral Terrace, FL",4.8,9.7,14.5,3.6,10,14.8,4.5,40.6,61.8,2.3,17,10.8,16.9,50,61.3,39.8,1203,1769,5.1,1.9,0,7096
"583","2016","Coram, NY",4.1,4.5,5.3,1.9,63.4,11.7,5.7,8.2,16.8,2,5.4,2.9,5.6,59,68.4,29.7,1749,2631,5.5,0.4,0.3,2957
"584","2016","Corbin City, NJ",4.2,4.5,12.8,5.4,96.7,12.8,5,0,0.4,4.7,6.9,10.2,18.5,58,65.7,36,1268,1583,6.1,13.1,0.8,63.4
"585","2016","Cordova, AK",3.4,3.6,4.2,8.2,73,2.1,2.1,3.2,7.3,0.8,0,0,0,69.8,77.8,20.1,873,2152,5.3,5.5,28.1,49.5
"586","2016","Cornish, ME",6.8,5.8,23.6,1.1,99,19.3,7.6,0,2.2,1.7,20.3,22.6,44.1,52.1,63.4,38.5,802,1280,5.8,5.5,4.2,58.8
"587","2016","Coronado, CA",2.4,1.6,5.8,0.5,75.1,7,4.6,3.2,10,0.7,4.5,4.3,6.4,40,63.4,34.9,2268,3610,5,0,0.2,3133.5
"588","2016","Corpus Christi, TX",3.7,10.7,16.6,3.5,30.8,16,6.9,8.8,8.6,1.6,12.5,12.5,23.5,54,64.6,28.2,920,1370,5,2.4,3.3,1993.9
"589","2016","Corralitos, CA",0.7,0,2.8,0,66.2,8.2,2.1,3.8,5.5,5.1,0,2.8,4.8,54.9,62.9,35.4,1838,2789,6.5,2.2,13.7,284.5
"590","2016","Corte Madera, CA",3.1,3,3.7,1.5,79.8,7.4,6.4,4,14,0.6,4.3,2.7,4,60.1,68.4,30.1,2025,4000,5.7,0,0.4,3064.4
"591","2016","Cortez, FL",4.2,4.6,11.6,1.4,94.4,4,0.6,2,6.9,0.9,7.5,10,0,35.2,43.8,65.5,1090,1834,4.2,31.9,2.2,1763.5
"592","2016","Cosmopolis, WA",5.7,6.8,4.8,0,86.3,5.7,3.2,0.7,2.4,0,2.7,4.5,3.9,51.4,56.1,40.7,1045,1276,6.4,5.3,2.3,1156.3
"593","2016","Costa Mesa, CA",4.8,5.7,13.5,1.1,50.1,11,6.1,15.5,25.2,1.9,10.5,9,16,61.8,73,19,1641,2561,4.4,2.2,0.7,7151
"594","2016","Cotati, CA",5.6,4.1,9.7,1.2,69.9,13.3,5.7,6.6,14.6,2.1,5.2,6.8,11.5,59.2,71.5,25.1,1327,2066,4.9,2.6,1.4,3944.3
"595","2016","Coto de Caza, CA",4,1.1,3.6,1.1,77.4,4.8,4.3,3.4,13.9,0.5,3.6,3.2,4.6,47.2,64.9,22.5,3108,3829,8,0,0.3,1922.6
"596","2016","Cottage Lake, WA",2.8,1.6,3,0.1,85,6,4.7,3.3,12.5,0.2,2.4,2.3,1.9,51.4,64.4,23.8,1730,2896,8.4,1.8,0.2,1048.6
"597","2016","Cottageville, SC",3.9,13.4,9.2,4,88.8,14.9,6.5,0,1.8,1.3,8,6.8,12.6,54.1,62.4,31.4,802,981,6,52.4,0.7,248.9
"598","2016","Country Club Estates, GA",5.7,10.4,21.2,5.1,39.3,19.3,7.6,6.1,8.8,3.1,11,20.1,31.2,57.2,64.1,38.2,745,1075,5,9,0,1785.1
"599","2016","Country Club, FL",4.7,6.8,18.6,5,8.5,24.1,7.1,40.3,54.9,1,21.6,17.1,21.3,57.7,67.7,20.3,1199,1427,4.5,0.1,0.3,12033.1
"600","2016","Country Lake Estates, NJ",8.7,11.5,9.5,2.6,60.5,22.8,2.8,4.8,10,2.1,0,5.2,13.1,52.6,61.9,41.9,1516,1661,6.2,1,0,3411.6
"601","2016","Country Walk, FL",3.3,4.3,11.8,3.4,19.9,13.4,6.5,24.3,46.5,1.8,13.2,8.5,11.9,51.7,64.8,23.5,1847,2012,6.1,0.8,0.1,6579.8
"602","2016","Coupeville, WA",5.1,6.2,14.5,0,76.5,10.1,5.8,4.6,10.1,3.9,9,9.6,26.2,43.5,48.2,48.7,796,1656,5.2,12,2.7,1656.9
"603","2016","Courthouse, NC",11.2,11.8,18.3,5,77.4,22.1,4.1,3,1.1,1.3,5.1,19.2,32.2,51.2,64.8,33.7,1092,1586,6.1,12.7,4.6,71.9
"604","2016","Cove City, NC",5,11.3,24.4,10.3,54.3,19.4,3.3,1,0,1.2,10.6,19,47.3,44,49.9,47.3,781,1028,5.6,26.6,4.5,659.6
"605","2016","Cove, TX",1.2,4,9,2.2,95.3,7,3.7,0,0,0,18.3,7.2,7.5,45.3,54.9,37.5,850,1429,5.9,22.9,8,251.1
"606","2016","Covelo, CA",8.3,10.7,41.5,1.4,49.7,10.2,7.3,13.3,12.5,4,10.8,32,74.7,39.2,50.3,43.5,1110,1328,4.8,11.1,30.5,167.4
"607","2016","Coventry, RI",5.2,5.8,7.1,2,94.8,10.7,4,1.1,2.7,2.6,6.4,4.9,11.1,60,69.3,30.3,934,1743,5.7,6.6,0.3,592.3
"608","2016","Covina, CA",6.5,7.6,10.5,1.8,24.6,17.1,7.5,12.8,23.2,3.1,8.7,7.8,15.9,56.7,66.5,27.7,1300,2129,5.3,2.8,0.2,6906.3
"609","2016","Covington, LA",2.6,12.1,16,4.2,69.3,15.8,7.5,3.4,3.8,0.4,9.1,12,26.9,53,55.4,32.4,855,1496,5.6,4.2,0.9,1208.3
"610","2016","Craig, AK",7.7,9.9,16.8,2.7,64.4,16.1,5.6,0.3,1.9,5.3,1.4,12.5,33.1,61.2,73.2,23.9,950,1592,4.7,26.4,17.9,172
"611","2016","Cranbury, NJ",5.4,0.9,0.6,1.1,73.3,3.8,1.2,5.1,14.1,0,0,0,0,55.6,69.8,19.8,1047,3286,8.2,0,1,1880.2
"612","2016","Cranford, NJ",3.9,2.4,1.9,0.8,82.2,7.1,4.8,4.5,10.2,0.9,3.4,0.1,0.4,59.9,70.5,32.2,1465,2729,6.8,0.5,0.2,4871.9
"613","2016","Cranston/Hope, RI",4.9,5.9,10.3,1.6,73.5,13.6,5.2,8,14.1,2.8,9.3,6.9,15.9,57.4,63.8,32.8,988,1742,5.6,0.4,0.2,2854.2
"614","2016","Crawfordville, FL",4.3,7,14,3.6,85.7,12.7,3.7,2.4,2,4.6,5.7,8.2,22.2,54.2,64.4,36.4,797,1193,5.4,19.1,1.1,900.1
"615","2016","Creola, AL",2.7,11.1,21,4.8,87.7,12.9,7.2,1.4,2.3,0,14,18.4,33,42.1,53.1,40.1,838,1096,5.5,27.7,0,120
"616","2016","Crescent Beach, FL",2.2,0.6,8.1,2.5,94.1,5.5,2.1,1.7,7.5,0.8,1.2,6.1,0,34.6,42,51.6,1042,2673,4.3,1.4,0,696.3
"617","2016","Crescent City, CA",1.6,22.8,29.1,4.6,46.6,19.7,2.8,7.4,7.5,9.6,23.3,32.6,34.1,38.3,23.2,32.3,733,980,4.6,2.1,2.7,3547.5
"618","2016","Crest, CA",3.6,4.9,8.9,1.6,79.1,6.8,5.2,6.1,13.9,3.6,6,5.5,12.5,50.8,58.9,36.3,1387,2204,5.8,9.4,0,418.5
"619","2016","Crestview, FL",5.3,5,15.3,3.2,64.9,13.3,9,1.7,4.7,1.1,11.9,13.3,19,47.9,62.7,23,974,1367,5.3,0.5,0.4,1431.5
"620","2016","Creswell, NC",4.8,7.8,29.3,11.2,49.6,15.3,17,2.6,2.2,2.7,4.8,36.4,40.4,42.9,56.6,42.3,509,1042,5.9,10.4,8.2,484.1
"621","2016","Croatan/Manns Harbor, NC",7,10.1,10.7,4.3,65.5,12.8,6.3,10.8,8.4,0,0,10.5,20.4,53.6,66,26,818,1286,4.5,43.5,1.9,8.7
"622","2016","Crockett, CA",4.6,4.7,9.9,1.3,68,13.2,5.8,2.6,7.8,3.9,4.1,8,13.5,56.7,67.1,27.3,1148,2240,5.5,0,0,2927.1
"623","2016","Cromwell, CT",3.1,4.4,5.2,1,80.3,7.9,4.6,3.2,8.9,2,5.5,2.8,6.8,59.3,69.5,30.2,1167,2054,5.7,0,0.1,1128.7
"624","2016","Crosby, TX",3.7,13,26.3,2,57,13.4,11.7,7.7,12.5,2.1,17.2,20.4,38.2,42.4,61.1,28.4,771,1241,5.3,19.5,0.5,1186.6
"625","2016","Cross City, FL",1.8,17.2,28.4,4.2,69,33.9,11.2,0,1.7,0.4,10.1,28.6,39.3,31.9,40.8,46.9,648,936,5.1,18.8,3.6,1142.1
"626","2016","Croton-On-Hudson, NY",4.8,2.4,3,2.8,72.1,15.6,6.9,4,15.5,0.8,3.1,2,4.2,59.8,71.4,23.3,1481,3332,6.1,0,0,1768.8
"627","2016","Crugers, NY",2.1,8.9,7.8,1.5,85.9,1,1.2,2.4,12.4,0.9,11.4,0,0,33.1,34.6,75.9,1076,2887,3.2,7.1,0,2133
"628","2016","Crystal River, FL",6,10.9,26.5,1.7,77.9,12.9,5.4,2.3,9.3,3.4,17,21.7,46.2,37.5,42.7,55,781,1194,4.9,6.6,4,415.2
"629","2016","Crystal Springs, FL",7.3,19.4,22.5,3.4,89.7,10.3,3.5,1.4,3.4,1.9,28.2,8.8,25,52.3,62.3,21.8,795,1072,5.1,56.7,0,173.4
"630","2016","Cudahy, CA",7.5,19.8,30.4,2.1,2.7,27.3,8.9,46.4,45.4,8.7,20.5,28.6,42.2,43.3,63.3,17.2,1154,1716,4.1,7.5,0.3,20515.5
"631","2016","Cudjoe Key, FL",4.2,4.6,10.7,0,86,0.5,1.8,1,8.9,1.1,4.5,8.1,31.6,44.1,53.7,44.6,1882,2374,4.4,22.8,4,350
"632","2016","Culver City, CA",4.5,3.2,7.6,1.4,48,9.9,5.6,11.2,24.9,2.3,8.5,5,6.5,61.4,70.9,23.5,1678,2628,4.2,0.7,0.2,7708.1
"633","2016","Cumberland Center, ME",0.7,0,3,0,96.2,12.9,6.1,0,4,0,5.3,2,3.9,72.2,74.1,27.5,975,1938,7,0,0,584.9
"634","2016","Cumberland Hill, RI",0.2,4.7,4.8,0,92.6,6.4,3.9,3.6,8.4,0.4,5.9,3.7,5.1,61.3,62.9,38.2,922,1638,5.9,0,0.9,2520.4
"635","2016","Cupertino, CA",4.2,1.7,4.5,0.3,26.1,5.4,5,19.6,51.8,1.1,6.6,2.8,2.8,46.4,61.6,21,2579,3719,5.2,0,0.2,5330.7
"636","2016","Cushing, ME",3.4,6.6,10,0,98.9,11.2,5.2,0.6,1.4,2.4,6.7,6.9,7.6,53.2,61.2,35.5,909,1284,5,19.7,18.8,72.8
"637","2016","Cut Off, LA",6.3,14.6,7.3,0.2,82.4,7.5,4.3,9.1,6.4,1.9,5.2,6.9,6.8,45,60.9,33.1,733,1184,6.2,10.1,14.1,412.6
"638","2016","Cutchogue, NY",4.7,2.3,4.8,3.7,94.3,12.6,1.4,5.8,10.5,2.8,1.1,3.2,3.9,45,54.5,46,1671,2604,6.5,0.4,7.8,325.3
"639","2016","Cutler Bay, FL",3.8,6.7,10.6,3.5,29.9,15.8,7.2,20,36.5,1.5,18.1,8.4,10.5,57.1,66.6,25.6,1394,1734,5.6,0.4,1.3,4476.4
"640","2016","Cutler, ME",2,6.6,11.8,0,91.9,1,5.6,0.7,3.2,2.5,17.4,9.6,3.2,44.9,57,33,795,1315,5.6,14.7,27.1,9.2
"641","2016","Cutten, CA",3.9,1.9,14.6,2.2,81.9,16,5.1,5.1,7.3,0.8,7.2,11.1,21.8,54.1,60.2,34,925,1424,5.2,0,2.2,2304.5
"642","2016","Cypress Lake, FL",2.7,7.9,10.2,0.4,90.7,7.9,2.3,2.3,7.5,1.3,7.8,6.1,22.6,42.5,45.8,57.6,1014,1174,4.8,0.3,0,3020
"643","2016","Cypress, CA",3.3,4.7,6.4,0.9,40.7,14.1,4.3,20,28.9,3.1,5.9,4.7,6.6,54.6,63.6,28.1,1667,2448,5.8,2,0.5,7404.2
"644","2016","D'Iberville, MS",3.1,6.4,12.1,1.7,61.4,13.8,5.3,1.7,5.2,0.9,6.5,9.4,12.6,58.5,65.6,24.4,945,1067,5,10.8,1.6,1533.6
"645","2016","Dade City North, FL",10.5,14.1,15.1,2.2,22.7,23.2,11.6,17.8,22.8,3.9,16,13.2,15.3,37.8,62.1,24.4,572,657,5.1,10.5,2.4,1615
"646","2016","Dade City, FL",3.1,12,25,2.6,52.3,19.2,4,7.7,12.7,4,11.4,19.1,42.7,47.5,57.2,39.5,816,952,5,6.8,3.3,1141.4
"647","2016","Dagsboro, DE",1.6,2.6,8.8,3.3,71.3,18.9,6.2,1.4,14.2,0.6,12.9,5.6,8.8,58.1,64.7,38.3,1208,1368,5.9,1,0,684.1
"648","2016","Daly City, CA",5.1,6.8,8.9,1.5,13.3,14.3,4.8,29.9,52.3,2,7.8,5.7,10,60.9,69,32.1,1769,2540,4.8,1.5,0.2,13813.9
"649","2016","Damariscotta, ME",2.8,3.9,11.8,0.6,96.9,6.3,2.1,0,5.4,3.9,12.1,13.2,22.8,48.5,53.4,41.6,777,1464,4.9,4.5,3,150.1
"650","2016","Damon, TX",0,8.5,43.9,6.2,92.8,17.8,2.2,0,4,0,0,30.4,74.4,20.2,36.9,44.9,684,1429,4.6,30.1,14.7,199.9
"651","2016","Dana Point, CA",4,2.6,7.9,1.7,76.1,7.7,4.3,6.8,14.3,1.7,6.6,5.3,6.9,54.4,66.2,32.6,1813,2916,5.5,0.9,1.1,5232.8
"652","2016","Danbury, CT",5.2,6.1,11.2,1.6,53.9,12.6,6.3,22.1,30.7,2,11.2,9,14.6,60.5,71.3,25.2,1325,2106,5.2,1.5,0.2,2000.5
"653","2016","Danbury, TX",5.5,6.2,6.3,3.6,82,11.2,5.7,3.9,6.9,0.4,5,4.4,0.8,56.6,69.5,22.6,838,1279,5.2,0.7,0.6,1544.8
"654","2016","Dania Beach, FL",7.1,9.2,22.5,4.1,50,16.2,5.8,13.1,26.7,2.2,13.9,18.8,38.3,56.7,67.2,29.3,1209,1494,4.3,15.2,0.3,3828.5
"655","2016","Danvers, MA",3.9,3.8,5.3,1.5,91.2,11.5,4.8,2.3,7,1.8,4.8,3.1,4.8,59.4,68.7,33.5,1254,2226,5.9,1.3,0.1,2075.4
"656","2016","Danville, CA",3.2,1.1,2.8,0.3,76.8,7.7,5.7,3.3,14.1,0.9,4.2,1.6,2.4,50.2,61.7,31.6,2359,3522,7.1,0,0.9,2420.7
"657","2016","Danville, NH",3.8,5,3.3,0.5,92.1,8.7,4.9,0.9,2.8,0,0.5,3.9,4.2,69.9,75.5,22.8,936,2054,5.8,15.4,0,379.1
"658","2016","Daphne, AL",3.8,2.6,11.8,0.8,78.6,10.8,5,1.5,3.4,0.9,4.4,7,13.1,59.9,67.2,31.1,984,1428,6,0.5,1,1477.8
"659","2016","Darby, PA",5.9,9.7,31.6,9.4,12.8,34.1,9,5.2,15.8,8,8.4,27.5,39.9,50.3,57.7,19.4,979,1099,5.9,0,0.3,12710.8
"660","2016","Darien, CT",4.7,1.2,4.8,0.5,89.1,5.7,7.3,2.7,10.8,0.5,2.1,2.8,4.7,45.4,62.4,24.1,2803,4000,8.4,0,0.1,1701
"661","2016","Darien, GA",6.7,11.3,37,4.3,37.7,24.3,5.7,0,4.6,0,31.1,40.4,64.6,45.4,60.6,43.7,748,1068,5.4,29.2,0.4,134.5
"662","2016","Dartmouth, MA",4.7,7.6,7.9,1.8,88.5,10.6,2.5,6,11.8,2.5,11.1,5.2,8.8,56,58.7,40.9,914,1873,5.9,0.3,0.8,566.8
"663","2016","Dash Point, WA",3.3,1.6,7.7,0,82.3,10,4.3,3.1,8.3,3,2.3,5.2,24.5,56.8,56.4,43,1393,2549,6.8,0,0,1478
"664","2016","Dauphin Island, AL",2.5,3.4,2.7,2.1,93.9,3.4,3.5,0.8,2.6,0.6,0,1.7,7.4,46.6,52.3,47.5,1063,1375,5,0,3.3,184.5
"665","2016","Davenport, CA",6.6,8.2,7.8,1.9,50.6,3.8,1.3,26.5,21.9,0,3.7,3.4,0,59.7,70.7,29.5,1167,2545,4.3,0,8,109.4
"666","2016","Davie, FL",4.9,4.7,12.7,2.9,47.8,15.3,5.1,14.8,28.1,2,11.9,8.4,12.6,57.3,67.1,25.2,1252,1966,5,13.5,1,2829.9
"667","2016","Day Valley, CA",4.6,1.6,17.9,0.7,77.1,12.8,2.8,4.9,13.1,0,12.6,12.7,31.8,38.5,54.4,44.4,1528,2730,5.9,9,1.4,202.1
"668","2016","Dayton, ME",2.1,5.4,2.7,0.4,96.3,10.5,4.5,0.9,2.2,1.6,1.9,1.7,0.8,67.1,73.8,30.2,1015,1611,6.1,8.4,0.7,107.8
"669","2016","Dayton, NJ",3.2,3.5,3,0.6,33.9,11.1,4.4,12.1,42.8,0,6.2,1.4,3.3,61.7,71.6,16.9,1754,2825,5.8,0,0,3480.1
"670","2016","Daytona Beach Shores, FL",2.5,2.9,12,0.7,93.5,4,0.3,1.5,12,0.9,8.5,6.3,16.6,26.6,30.9,67.8,1034,1748,4.3,0.2,0.8,4834.1
"671","2016","Daytona Beach, FL",5,8.5,28.3,2.9,53.3,13,5.5,3.1,8.5,2.8,12.7,18.9,45.5,43.1,51.6,35.7,791,1122,4.5,3.8,0.3,1097.5
"672","2016","De Leon Springs, FL",2.4,21.6,27.9,3.9,44.7,10,5.9,10.4,18.5,0,13.2,17.9,64.4,38.1,43.1,38.5,854,1113,5.7,0.9,7.9,1018
"673","2016","Deal, NJ",3.5,9.1,11.2,2.3,93.4,9.1,1.3,5.9,17.1,0,6.1,5.3,19.7,35.8,50.5,60.9,1311,3917,7.6,0.7,0.7,570.8
"674","2016","DeBary, FL",4.1,6.7,10.7,2.2,81.3,9.6,3.7,3.9,7.9,1.6,11.4,6.7,12.1,44.7,52.8,44.9,1010,1383,5.8,13,0.3,1041.8
"675","2016","Dedham, MA",3.2,3.7,4.7,1.8,80.1,9.5,6.4,5.2,14.1,1.2,6.5,2.5,3.6,59.1,66.2,31.9,1460,2310,5.9,0,0.1,2465.7
"676","2016","Deep River, CT",3.1,3.1,4.8,0.4,91.4,9.9,6.1,1.5,6,2.8,3,3.4,5.6,65.6,70.8,34.5,1044,1925,6.1,0,0,336.6
"677","2016","Deer Isle, ME",1.5,3.2,8.2,0,94.9,7.5,6.5,0.2,2.6,1.2,8.4,4.1,6.5,41.4,46.4,56.4,704,1347,5.3,7.8,17.6,63.4
"678","2016","Deer Park, CA",2.1,4.9,16.9,0,87.4,11.4,1.8,3.5,17.9,0,11.4,13,43.6,38.1,38,39.9,1083,3333,5.6,3,3.6,195.8
"679","2016","Deer Park, NY",4.4,6,5.9,2.5,62.8,12.7,5.8,8.1,17.4,2.1,6.6,4.2,7.3,57,66.3,35.8,1577,2653,6.6,0.3,0,4412.2
"680","2016","Deer Park, TX",5.9,8.4,8.6,1.2,64.5,13.8,7.4,5.3,7.4,0.6,4.1,7.1,16.3,55.1,68.8,27.9,1081,1437,5.9,4,1.6,3204.8
"681","2016","Deerfield Beach, FL",5.9,9,18.1,3.7,50.5,14.3,5.3,19.4,31.5,1.1,15.6,15.4,28,51.8,61.4,36.5,1177,1396,4.2,5.4,0.1,5211.2
